"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RI8","Q76RI8_HHV8 ","Q9NW15","ANO10_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","E5LBT9","E5LBT9_HHV8 ","Q9NZC7","WWOX_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","E5LBT9","E5LBT9_HHV8 ","P52294","IMA5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","E5LBT9","E5LBT9_HHV8 ","O15131","IMA6_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","E5LBT9","E5LBT9_HHV8 ","O60684","IMA7_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","E5LBT9","E5LBT9_HHV8 ","Q9UIL1","SCOC_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","Q13162","PRDX4_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","Q07666","KHDR1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","P63151","2ABA_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","P22234","PUR6_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","O60678","ANM3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","Q9H5V9","CX056_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","Q96C92","SDCG3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76S40","Q76S40_HHV8 ","Q66LE6","2ABD_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q5SYE7","NHSL1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9UKF6","CPSF3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q02809","PLOD1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9NXV2","KCTD5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9NQH7","XPP3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q14681","KCTD2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9C0J8","WDR33_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q93008","USP9X_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9Y2W1","TR150_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q06190","P2R3A_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q16630","CPSF6_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","O00507","USP9Y_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","O95232","LC7L3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9UJX2","CDC23_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9H074","PAIP1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9NWU2","GID8_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","O43809","CPSF5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q6UN15","FIP1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9NYF8","BCLF1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9UL63","MKLN1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","O75165","DJC13_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9Y5X1","SNX9_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q86SQ7","SDCG8_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q96RF0","SNX18_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q96PY6","NEK1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","O43464","HTRA2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9P2I0","CPSF2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q8N5Z5","KCD17_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q7L5Y9","MAEA_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9H7D7","WDR26_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q8IVV7","GID4_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q96S59","RANB9_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q6VN20","RBP10_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q8IUR7","ARMC8_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","P62699","YPEL5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9C0H6","KLHL4_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98143","Q98143_HHV8 ","Q9H871","RMD5A_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76TK5","Q76TK5_HHV8 ","P36873","PP1G_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76TK5","Q76TK5_HHV8 ","Q15435","PP1R7_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76TK5","Q76TK5_HHV8 ","P62140","PP1B_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76TK5","Q76TK5_HHV8 ","P62136","PP1A_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P62875","RPAB5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P52434","RPAB3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","O94763","RMP_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","Q9H6T3","RPAP3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P19387","RPB3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P24928","RPB1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P52435","RPB11_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","Q9UHW5","GPN3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","O94762","RECQ5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P0CAP2","GRL1A_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P53803","RPAB4_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","Q8IXW5","RPAP2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","O15514","RPB4_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P62487","RPB7_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98140","Q98140_HHV8 ","P36954","RPB9_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98138","Q98138_HHV8 ","P49257","LMAN1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98138","Q98138_HHV8 ","O15228","GNPAT_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98138","Q98138_HHV8 ","Q92791","SC65_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98138","Q98138_HHV8 ","Q15155","NOMO1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98138","Q98138_HHV8 ","Q96AY3","FKB10_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RI2","Q76RI2_HHV8 ","P40855","PEX19_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RI2","Q76RI2_HHV8 ","Q9Y3E0","GOT1B_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RI2","Q76RI2_HHV8 ","Q9UET6","TRM7_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RI2","Q76RI2_HHV8 ","P53701","CCHL_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RI2","Q76RI2_HHV8 ","Q8N8J7","CD032_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RI2","Q76RI2_HHV8 ","Q96JB5","CK5P3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98136","Q98136_HHV8 ","P22830","HEMH_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98136","Q98136_HHV8 ","O95721","SNP29_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98136","Q98136_HHV8 ","Q9ULH0","KDIS_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q98136","Q98136_HHV8 ","P53801","PTTG_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","E5LBV4","E5LBV4_HHV8 ","O14773","TPP1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH5","Q76RH5_HHV8 ","Q8NG31","CASC5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH5","Q76RH5_HHV8 ","Q9NPF4","OSGEP_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH5","Q76RH5_HHV8 ","Q9H3G5","CPVL_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH5","Q76RH5_HHV8 ","Q96QC0","PP1RA_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH5","Q76RH5_HHV8 ","P42568","AF9_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH3","Q76RH3_HHV8 ","Q96MW5","COG8_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH3","Q76RH3_HHV8 ","Q9BTE7","DCNL5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH3","Q76RH3_HHV8 ","Q15172","2A5A_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH3","Q76RH3_HHV8 ","Q5QP82","DCA10_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH3","Q76RH3_HHV8 ","P50897","PPT1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RH3","Q76RH3_HHV8 ","Q7L1Q6","BZW1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","O40931","O40931_HHV8 ","P46108","CRK_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","O40931","O40931_HHV8 ","P62993","GRB2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","P57772","SELB_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q96C12","ARMC5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q01433","AMPD2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q709F0","ACD11_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q8IUQ4","SIAH1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","P28482","MK01_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","O43255","SIAH2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q8WWI1","LMO7_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","P27361","MK03_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q01167","FOXK2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q9BXF6","RFIP5_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","P26358","DNMT1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q93009","UBP7_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","P85037","FOXK1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q15349","KS6A2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q15014","MO4L2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","P51812","KS6A3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q77UV9","Q77UV9_HHV8 ","Q15418","KS6A1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","O92608","O92608_HHV8 ","Q7Z5N4","SDK1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","O92608","O92608_HHV8 ","Q15596","NCOA2_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RG2","Q76RG2_HHV8 ","O95249","GOSR1_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RF5","Q76RF5_HHV8 ","Q5JV73","FRPD3_HUMAN ","Other Methods","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) ","37296","Q76RF1","Q76RF1_HHV8 ","P25963","IKBA_HUMAN ","Other Methods","11830587"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88925","P88925_HHV8 ","Q96FX7","TRM61_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88947","P88947_HHV8 ","A6NFI3","ZN316_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88947","P88947_HHV8 ","O95478","NSA2_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88926","P88926_HHV8 ","P50897","PPT1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88959","P88959_HHV8 ","Q06124","PTN11_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88959","P88959_HHV8 ","P33316","DUT_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88947","P88947_HHV8 ","Q92558","WASF1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88925","P88925_HHV8 ","P0C0P6","NPS_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88950","P88950_HHV8 ","P20226","TBP_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88935","P88935_HHV8 ","P06280","AGAL_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88940","P88940_HHV8 ","Q15397","PUM3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88947","P88947_HHV8 ","Q96DI7","SNR40_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88935","P88935_HHV8 ","Q9BVX2","T106C_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88940","P88940_HHV8 ","P83111","LACTB_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88924","P88924_HHV8 ","P79522","PRR3_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88926","P88926_HHV8 ","Q7L1Q6","BZW1_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88944","P88944_HHV8 ","O96008","TOM40_HUMAN ","affinity chromatography technology","25544563"
"Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M","435895","P88947","P88947_HHV8 ","Q9UM13","APC10_HUMAN ","affinity chromatography technology","25544563"
