"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P28070","PSB4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P49720","PSB3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P49721","PSB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P20618","PSB1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","O14818","PSA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P60900","PSA6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P28066","PSA5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P25789","PSA4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P25788","PSA3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P25787","PSA2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P25786","PSA1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","O60831","PRAF2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","O15031","PLXB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q99623","PHB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P09619","PGFRB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q96PU5","NED4L_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P46934","NEDD4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q96N66","MBOA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q7Z4F1","LRP10_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q15012","LAP4A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P11279","LAMP1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q96J02","ITCH_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q8TED1","GPX8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q14517","FAT1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q9GZU8","F192A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q96CS3","FAF2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P50402","EMD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q9H5V8","CDCP1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P16070","CD44_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q8NC54","KCT2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P30530","UFO_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P98194","AT2C1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","P16615","AT2A2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P13285","LMP2_EBVB9 ","Q8IZ07","AN13A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O14545","TRAD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9C0C2","TB182_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9NZM1","MYOF_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q5R3I4","TTC38_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9Y6C9","MTCH2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9BQB6","VKOR1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9NYU1","UGGG2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O95071","UBR5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q5T4S7","UBR4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q96RT7","GCP6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q15629","TRAM1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9HC07","TM165_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O60220","TIM8A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9Y5L4","TIM13_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O43294","TGFI1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P28290","SSFA2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9UQ35","SRRM2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9Y6N5","SQRD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9Y230","RUVB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q71UM5","RS27L_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P42677","RS27_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q93062","RBPMS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P49023","PAXI_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P55036","PSMD4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O43242","PSMD3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O00487","PSDE_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9UNM6","PSD13_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q99460","PSMD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P62195","PRS8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P43686","PRS6B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P17980","PRS6A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P35998","PRS7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P62191","PRS4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P49721","PSB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P60900","PSA6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P25786","PSA1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9UPN7","PP6R1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P62136","PP1A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O43164","PJA2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O75381","PEX14_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q6P996","PDXD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9NR12","PDLI7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P50479","PDLI4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9Y2I1","NISCH_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O00483","NDUA4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P29966","MARCS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q3KQU3","MA7D1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9Y5V3","MAGD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P28300","LYOX_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O75153","CLU_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","A3KMH1","VWA8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q63ZY3","KANK2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P23458","JAK1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q14393","GAS6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q14192","FHL2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q14517","FAT1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P49327","FAS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P50402","EMD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q96EY1","DNJA3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P31689","DNJA1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P09543","CN37_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q5SW79","CE170_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q92526","TCPW_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P40227","TCPZ_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P48643","TCPE_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P49368","TCPG_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9Y4B5","MTCL1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P35520","CBS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P17655","CAN2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q9NXH8","TOR4A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P46379","BAG6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O95817","BAG3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","O95816","BAG2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","Q99700","ATX2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P30119","BTRF1_EBVB9 ","P16615","AT2A2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O14545","TRAD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9C0C2","TB182_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q8IXI2","MIRO1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P10644","KAP0_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P35813","PPM1A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9NZM1","MYOF_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O95297","MPZL1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P50281","MMP14_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y6C9","MTCH2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q15942","ZYX_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O95159","ZFPL1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9ULM3","YETS2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9BQB6","VKOR1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q93008","USP9X_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q96IX5","USMG5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y5K5","UCHL5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O95071","UBR5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q5T4S7","UBR4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P11441","UBL4A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q96RT7","GCP6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q6PJ69","TRI65_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q13049","TRI32_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q15629","TRAM1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q8NFQ8","TOIP2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q96JJ7","TMX3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P42166","LAP2A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9HC07","TM165_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q5TGY1","TMCO4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O43294","TGFI1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P02786","TFR1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9NUJ3","T11L1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y6J9","TAF6L_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O15260","SURF4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9UNE7","CHIP_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P51571","SSRD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y5M8","SRPRB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P08240","SRPRA_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y6N5","SQRD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O15269","SPTC1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P09486","SPRC_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q99523","SORT_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9P0V3","SH3B4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9BWM7","SFXN3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9UHD8","SEPT9_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9UGP8","SEC63_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q99442","SEC62_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P60468","SC61B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O75396","SC22B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9BRK5","CAB45_HUMAN ","tandem affinity purification","22810586"
