"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","O43805","SSNA1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P19419","ELK1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q15233","NONO_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P54920","SNAA_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10218","NEC2_HHV11 ","Q13137","CACO2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q9BUL8","PDC10_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q9NRW1","RAB6B_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P0DJI8","SAA1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10205","TEG4_HHV11 ","P13056","NR2C1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","O76095","JTB_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10233","VP22_HHV11 ","Q96B97","SH3K1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04295","TRM3_HHV11 ","Q13137","CACO2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q9BWF2","TRAIP_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q01081","U2AF1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P16152","CBR1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10186","UNG_HHV11 ","Q13363","CTBP1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q92552","RT27_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P19652","A1AG2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","O60341","KDM1A_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P26641","EF1G_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10215","NEC1_HHV11 ","Q68G74","LHX8_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P06028","GLPB_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q9BWG6","SCNM1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","O14933","UB2L6_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q86VW0","SESD1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10218","NEC2_HHV11 ","Q14525","KT33B_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q6UWN8","ISK6_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q9BUZ4","TRAF4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","O75558","STX11_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q9Y4P9","SPEF1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10205","TEG4_HHV11 ","Q14576","ELAV3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q9H159","CAD19_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q9BUJ2","HNRL1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","O60519","CRBL2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","P60022","DEFB1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10227","MB43_HHV11 ","P07307","ASGR2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P15328","FOLR1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q96S65","CSRN1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P55774","CCL18_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q16864","VATF_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10233","VP22_HHV11 ","P08237","PFKAM_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06481","US9_HHV11 ","P62857","RS28_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10228","GC_HHV11 ","P10914","IRF1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10215","NEC1_HHV11 ","Q06609","RAD51_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10201","CVC1_HHV11 ","Q15427","SF3B4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10217","TRM2_HHV11 ","Q8N6Y0","USBP1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","O43739","CYH3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q15382","RHEB_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q92478","CLC2B_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q12893","TM115_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","P62304","RUXE_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10220","LTP_HHV11 ","O95273","CCDB1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q9BXS6","NUSAP_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q8TC12","RDH11_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q68DY1","ZN626_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04487","RNB_HHV11 ","Q9H2X6","HIPK2_HUMAN ","two hybrid","14990717"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q8NEY4","VATC2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","O15392","BIRC5_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P49763","PLGF_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P32888","TRX1_HHV11 ","Q14576","ELAV3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08543","RIR1_HHV11 ","Q96FJ2","DYL2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P31151","S10A7_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q9HD26","GOPC_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q8N682","DRAM1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P14555","PA2GA_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","P41240","CSK_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q14512","FGFP1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","Q9BRK4","LZTS2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q15427","SF3B4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q9BX68","HINT2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08543","RIR1_HHV11 ","P43360","MAGA6_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P15328","FOLR1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10228","GC_HHV11 ","Q12926","ELAV2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P32888","TRX1_HHV11 ","Q08379","GOGA2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P68331","GK_HHV11 ","Q9H0U9","TSYL1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10218","NEC2_HHV11 ","O95273","CCDB1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q9HD23","MRS2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P02511","CRYAB_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","P84103","SRSF3_HUMAN ","two hybrid","12660167"
"Human herpesvirus 1 STRAIN 17","10299","P10193","OBP_HHV11 ","Q9UK22","FBX2_HUMAN ","two hybrid","12904574"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","Q969F0","FATE1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q16394","EXT1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q93065","Q93065_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q8WVF5","KCTD4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04488","GE_HHV11 ","Q96EY1","DNJA3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q5SW96","ARH_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q8WXF8","DEDD2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","P01100","FOS_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P52789","HXK2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P56181","NDUV3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","O00327","BMAL1_HUMAN ","two hybrid","11172044"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","Q9Y2G8","DJC16_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q8N9W6","BOLL_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P29692","EF1D_HUMAN ","two hybrid","8995621"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q8WUH6","TM263_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10225","SHUT_HHV11 ","Q15056","IF4H_HUMAN ","two hybrid","11581395"
"Human herpesvirus 1 STRAIN 17","10299","P10231","TEG5_HHV11 ","P57105","SYJ2B_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P46779","RL28_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06486","US10_HHV11 ","O96006","ZBED1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","Q96EZ8","MCRS1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q16621","NFE2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","Q8N5R6","CCD33_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04485","ICP22_HHV11 ","Q9NVV9","THAP1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q9BSJ6","FA64A_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10228","GC_HHV11 ","P15531","NDKA_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q9P1W9","PIM2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10210","SCAF_HHV11 ","Q6P1W5","CA094_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q99541","PLIN2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10205","TEG4_HHV11 ","Q12926","ELAV2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P40616","ARL1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04485","ICP22_HHV11 ","Q96EZ8","MCRS1_HUMAN ","two hybrid","9765390"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","Q86SE5","RALYL_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10217","TRM2_HHV11 ","Q96IJ6","GMPPA_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q9BYM8","HOIL1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P32888","TRX1_HHV11 ","Q9Y6K9","NEMO_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q9H813","TM206_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10186","UNG_HHV11 ","P56545","CTBP2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P25398","RS12_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q9NZL4","HPBP1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P68331","GK_HHV11 ","Q9BRK4","LZTS2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q9NXF8","ZDHC7_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","P18859","ATP5J_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","P21673","SAT1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06485","US02_HHV11 ","P17980","PRS6A_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","Q7L2Z9","CENPQ_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10218","NEC2_HHV11 ","Q8NHQ1","CEP70_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","Q8N0V1","ZNAS1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q02750","MP2K1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q01850","CDR2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q63ZY6","NSN5C_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q96MD7","CI085_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10210","SCAF_HHV11 ","Q8N9W6","BOLL_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P14770","GPIX_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P05114","HMGN1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","O15503","INSI1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q15007","FL2D_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10228","GC_HHV11 ","Q14576","ELAV3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","O00459","P85B_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10218","NEC2_HHV11 ","Q969F0","FATE1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q16774","KGUA_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P29992","GNA11_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q12933","TRAF2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q8N5R6","CCD33_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10210","SCAF_HHV11 ","Q7Z4H7","HAUS6_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10229","EV45_HHV11 ","Q96F46","I17RA_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P68331","GK_HHV11 ","Q8N5R6","CCD33_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q53RE8","ANR39_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P36313","ICP34_HHV11 ","Q14457","BECN1_HUMAN ","two hybrid","18005679"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","O75177","CREST_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P07339","CATD_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q6ZP80","TM182_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","Q9GZV8","PRD14_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q9H000","MKRN2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P32888","TRX1_HHV11 ","Q9GZV8","PRD14_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10219","SCP_HHV11 ","P43355","MAGA1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10205","TEG4_HHV11 ","Q8NFH5","NUP53_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q9GZV8","PRD14_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P63241","IF5A1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P68331","GK_HHV11 ","O95251","KAT7_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","O43557","TNF14_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q9Y5A6","ZSC21_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","O95990","F107A_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q6PDB4","ZN880_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P62736","ACTA_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10228","GC_HHV11 ","Q99962","SH3G2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P35914","HMGCL_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q9NV23","SAST_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10230","TEG1_HHV11 ","Q8IUH3","RBM45_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q5JUX0","SPIN3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06480","GJ_HHV11 ","P48201","AT5G3_HUMAN ","two hybrid","17959661"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q9NRP0","OSTC_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P13164","IFM1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","P05408","7B2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P04259","K2C6B_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q15427","SF3B4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10212","TRM1_HHV11 ","Q8ND90","PNMA1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P34903","GBRA3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10217","TRM2_HHV11 ","Q9H0A8","COMD4_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10217","TRM2_HHV11 ","P0C7W6","CC172_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q13404","UB2V1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10201","CVC1_HHV11 ","Q9UKT9","IKZF3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P32888","TRX1_HHV11 ","Q5JR59","MTUS2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10220","LTP_HHV11 ","Q9BQ66","KR412_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10238","ICP27_HHV11 ","Q8IYA8","CCD36_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08543","RIR1_HHV11 ","P63167","DYL1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q4J6C6","PPCEL_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P68331","GK_HHV11 ","Q49A26","GLYR1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","Q96IT1","ZN496_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","P30536","TSPO_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q9NZM5","GSCR2_HUMAN ","two hybrid","10196275"
"Human herpesvirus 1 STRAIN 17","10299","P10218","NEC2_HHV11 ","Q08379","GOGA2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10240","UL56_HHV11 ","Q8N4H5","TOM5_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q13432","U119A_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10201","CVC1_HHV11 ","O14770","MEIS2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10212","TRM1_HHV11 ","Q16633","OBF1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10239","TEG6_HHV11 ","Q96JM7","LMBL3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","Q9NS71","GKN1_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04288","GM_HHV11 ","O43865","SAHH2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q8TBM7","TM254_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q96A35","RM24_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10191","UL07_HHV11 ","P10398","ARAF_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10204","UL20_HHV11 ","Q8WVX3","CD003_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P08393","ICP0_HHV11 ","Q96GY0","ZC21A_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P04488","GE_HHV11 ","Q9NQZ6","ZC4H2_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P68331","GK_HHV11 ","Q9UKT9","IKZF3_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P06477","GH_HHV11 ","Q53RE8","ANR39_HUMAN ","two hybrid","23950709"
"Human herpesvirus 1 STRAIN 17","10299","P10224","RIR2_HHV11 ","Q7L4P6","BEND5_HUMAN ","two hybrid","23950709"
